12	8 9 38
68 90	16 91 180 181 202
5	8 12 15 18 38 41 44 45 71 178 228
260	16 78 91 116 167 174 185 186 316
1	15 23 27 37 41 80 138
52	8 15 27 39 42 71 85 116 153 156
40	8 24 27 76 80 179
66	16 17 78 119 121
59	15 88 134 179
27 109	180
37 80	27 66 116 160 291
6 60 104	30 69 119 233
7	8 19 60
11	15 33 54 61 80 94
6	8 16 147
6 11 49	37 89 101
15 16 25 206	27 97 172 341 363 601 602
0 68	15 17 38 46 54 61 148
59	67 118 206
30	27 41 78 83 116
0 17 78	15 18 37 41 46 116 118
15	60 75 81 85
80 216	15 38 68 89
44	9 12 27 41 160 300 301
78 80 88 99	15 83 116 275
1	15 37 100 102 142
6 24 92	15 27 41 83 84 85 87 116
0 7 8	10 45 248 261
263	19 60 126 130 209
77	0 12 15 25 27 46 66 103 212
1	15 17 38 45 80 86 212
0	16 71 98 112 184 353 354 355
0 1 7	15 25 27 41 71 80 90 116
50	92
6 20	27 32 41 68 160
27	16 83 107 116 372 373
1	270
25	98 374 375 511
25	60 73 171 243
70	11 60 68 89 186
124	46 525
1 59	78 341
54	11 25 38 41 50 58
222	33 143 169 175 186 255
12	15 16 24 27 32 38 71 150 202
6	15 77 84 87 204
110	15 21 24 30 51 127 142 221 242
19 21 116	223
6 95	130 151 169
3 25	48 124 293
54	83 143
1 15 129	15 38 39 40 42 61 85 94 223 540
54	19 39 48 50 60 124
45	12 15 16 18 27 41 139 185 427 549
13	48 50 60 73 143 169 171 200
11	15 27 32 41 51 80 85 89 90 142
27 146 147	58 77 78 84 85 122 254 268 272 444
67	28 73 83 91 171 200 227 316
28	8 133 296
1 17 37	15 46 100 102 178 295 366
7	15 25 74 76 80 386
27 61 109	16 52 53 83 92 107 111 189
0 17 24	46 92 95 306
7	12 15 25 38 44 46 59 71 74 89 100 102
80	27 100 102 113 115 133 287 404
49 66	15 41 255 403
4	45 252
68	27 41 66 116 248
48	15 16 41 54 68 89 94 148 210 211
0 53	15 33 35 46 51 96 186 298 434
154	27 41 77 78 81 116
28	15 41 78 187
6	15 27 30 41 118 147 278 279
19	15 18 66 98 189 223 251 275 438 443 530
41	51 85
40 68	27 41 43 45 79 82
4 5	15 17 27 41 71 79 80 82 85
0 7	12 15 17 25 41 46 71 89 101
53	15 27 40 41 116 186
6 15	24 27 84 85 116 118 150 156 162 191 197 207
76	15 25 32 33 37 54 61 71 94 100 102 275 298
1	15 16 23 29 30 33 41 46 54 57 80 90 116 118 184 210 298 385
150	27 41 48 57 116 160 362
19 20 31	15 23 52 72 189
36 64	18 57 91 210 226
38	15 27 28 41 64 116 135 218
7	7 15 38 44 46 67 71 89 101 112 161
210	83 94 300 301
48 199	27 32 79 82 90 142 161
17	15 27 41 60 124 306
27 35 103 109	75 108 186 258 276 365
1	15 23 45 85 100 102 142 166 189 256 295
1 95	24 27 69 85 87 127 321
12 17	49 156
32	0 2 15 44 54 80 177
1	11 12 15 23 29 38 80 100 102 144 212
16	50 67 124 125 126 127 212 498
117	15 16 41 263
54	1 15 32 140 153
7 130	7 25 43 44 45 46
54	77 78 87 204
54	27 38 41 42 44 49 50 60 67
54	17 54 76 89 101 120
12	15 156
1	15 37 100 102 404
14 21	10 12 26 27 41 46 71
103	18 27 41 57 136 178 372
0	2 6 7 8 9 32 38 67 80 103 148 212 307
63	10 15 50 228 604
64	10 15 16 33 41 45 85 89 90 111 118
28	15 16 32 89 211 316
116	15 16 27 57 64 106 108 137 149 223 227
66	15 41 89 101 275
27	9 12 16 27 38 97 116 341
6 40 105	38 68 78 118
6 217	15 16 78 83 87 204
54	39 58 172
67	51 83 173 186
43	17 37 67 71 78 80 94 100 102 114
11	12 15 27 38 49 71 78 111 120 218
27 35 109	8 12 45
15	15 24 27 41 81 84 116 207
31	15 16 32 52 89 189 219
260	15 16 32 68 94 101
44	15 24 27 68 116 347
132	37 39 83 94 165 190
0 7	78 176
1	15 18 80 100 102 147 189
6	41 68 75 78 83 116
60	15 24 38 71
6 7	8 9 16 89
25	73 93 247 485
0 22 55	8 301 382
51 66	15 16 67 69 71 89 156 180 181 275
0	46 96
75	8 9 50 124 126 130 131 335 514 515
103	15 16 17 24 38 68 69 87 204
7 125	12 15 38 44 46 49 59 71 89 100 101 102 362
22 195	6 15 16 27 68 71 116 191 197 239 348 350 493
89	73 130 168 200 243 525
110	78 187 204 280 380
30	27 41 75 85 100 102 206 238 305
0	15 109 148 149 246 476 502 529
68	12 15 23 27 41 44 49 71 80 100 102 112 203 295
83	8 49 78 147 180 181
54 57	15
15	78 120 143 348
95	16 32 68 69 162 180 181 202
17	38 126 231
14	0 2 6 12 15 16 23 26 27 29 32 38 41 44 46 67 71 80 88 89 116 295 362
50	92 124
17 53	8 50 71 78 96 120 126 159 220 264 421 512
277	39 54 73 83 94 174 387
29	150 154 202 219 292 309 326 481
136	15 16 23 32 54 61 72 91 94 112 116 137 202 262 316 372 373 524
278	16 42 68 116 126 210 262 386 498 558
188	6 12 38 68 80 207 272
25	49 69
36	9 28 32 91 133 185 316
1 17 68	15 18 27 41 45 54 57 100 102 133 136 160 185 189 210 239 256
6	17 24 27 30 116 150 197 207
27	27
45	24 78 116 120 124 207 221 421
11 99 171	9 15 16 24 25 41 71 85 119 207 233
12	4 393
105	8 9 17 24 67 76 78
15	15 24 27 41 81 84 85 116 207
1 10 11 20 155	15 24 27 30 33 80 85 99
4 7	0 2 5 6 8 15 38 41 71 80 86 103 127
3 6 15 53 54	131 206 207 244
1	23 67 76 79 82 100 102 295
15 41	15 16 24 41 64 116 118
0	15 25 28 33 37 54 83 94
0 24	50 83 85 96 165 239
89	127
84	23 39 60 83 96 105 148 153 165
15 107	24 30 69 75 77 78 84 87 108 129 156 162 169 206 244 280
0	83 85 96 143
1	8 16 30 38 57 83 89 90 100 102 118
15 25	15 16 24 27 41 71 89 116
53 132	40 50 60 153 190 206 225 243
1	23 452
95	8 15 16 27 30 32 44 68 69 71 85 87 111
0 1 55	2 6 32 54 80 84 119 121
0 11	81 88 234
80	27 38 71 116 135 218
15	15 41 51 447
0	46 83 165
1	15 18 23 24 29 41 69 80 85 100 102 404
14 19	16 87 116 136 160 223 309 371 397 527
0	6 32 33 38 54 61 90 192 281 362
81 87 146	6 38 63 67 103 106 130 251 372 457
60	15 24 41 75 188 248
15	27 41 83 116 197 207 353 354 355
49 78	7 28 33 54 99
44	57 91 109 136 137 149 160 184 185 187 227 497
24	50 83 85 96 131 153 165
1 4 17 21 44 68	12 18 27 41 57 66 68 108 135 138 149 160
15	75 78 85 88 92
150	16 41 49 60 77 126 130 210
72	8 9 168
92	15 30 67 120 156
32	0 7 12 15 66 161 232
150	66 248
3 7	11 15 38 41 67 88 107
5	16 23 27 59 68 91 116 223 316 452
54	15 16 32 41 51 69 71 85 95
6 63	120 158
0 4 17	15 46 71 89 101
1	41 78 94 211 352 380
4	7 15 45 147 178 211 327
199 279	24 28 87 116 156 207
14	15 16 32 38 41 71 89
25	0 9 15 16 28 32 33 35 36 54 61 67 81 89 90 94 98 101 103 149 172 199 215 250 298
24	60 180 181 204 353 354 355 426
15 19	15 27 75 85 86
15 24 104	15 51 119 233
15	85 305
53	37 40 48 60 173 190
113	50 60 126 130 131 159 209
6	16 30 38 41 80 89 90 118 143
6	11 12 16 17 67 112
44	11 16 18
6	118 221 280
15	15 24 27 28 30 69 81 84 85 156
1 99	15 18 23 27 37 38 45 71 74 85 295
59	9 15 41 51 64 66 414
59	44 309 328
56 154	15 27 37 41 46 54 61 83 90 100 102 116 118 133 184 203
55 58 83	0 13 15 84
0	60 403
36	28 39 40 83 173
28 70	131
14	23 27 44 46 59 71 116
54	23 37 39 48 49 50 59 60 61 83 87 94 105 124 153 165 299
6	27 187 282 462
89	32 33 107 168 243 318
50	25 38 41 44 49 76 78 89 103
19 68 90	66 101 309 347 370
32 171	27 135 218
42 81 171	27 108 110 116 160 180 181 186 227 300 301
136 144	15 17 23 28 37 54 61 83 90 91 116 118 136 137 185 186 203 249 275 285 316 332 605
104	16 41 116 118 207
1 12 83	6 24 37 80 85 161 256 265
6 163	67 148 190 277
32	0 12 15 16 36 46 300 301
9	8 44 57
0 11 46 155	0 54 90
124	1 2 4 8 9 10 15 16 25 32 38 54 89 94 101
11	78
99	15 16 37 54 59 61 100 102 161 203
191	38 50 67 88 153
7	41 45 50 56 100 102 140
79	15 16 36 38 101 304 529
25	4 13 15 16 51 73 171
37	25 44 46 51 99
93	15 127 225
6	15 16 32 68 87 101 116 136
48	15 27 41 45 48 211
7	15 38 44 161
24 41	8 38 67
21	15 16 32 41 54 57 61 85 90 94 263
24	27 45 98 118 136 149 160 178 180 187 282 372 373 457
14 44	8 15 17 27 41 54 112 228 264
0 1	15 27 37 39 40 41 48 83 153 165 186
24	2 10 15 26 44 45 54 90 183 203 247 405 408
1 37	27 41 45 189 249 322
0 80	11 45 195 206 244 488
89	95
41	30 67 78 120 156
6	15 16 27 41
76 117	0 15 16 24 39 41 54 66 116
57 67	16 27 32 33 37 39 40 41 49 50 54 55 59 60 78 80 83 85 94 96 118 153 165 171 189 434
9	23 60 189 215 300 301 348
10	9 15 37 41 54 71 94 100 102 116
117	3 5 15 23 25 49 78 103
85	23 59 80 114 148 156 211 347
12 19 20 195	66 149 160 310 347 398 425
0 170	0 6 32 33 38 46 325
54	48 85 95 124
1	15 41 54 66 80 100 102 164
6	8 15 37 41 83 89 90
27	116 561
55 84	0 6 32 33 37 46 54 90 98 143 148 173
15 28 30	15 17 24 27 28 30 32 94 119 120 163 182 187 197 216 414
0 1 7 11 21 24 36 48 50 76 78 83 99	15 25 28 41 51 54 61 68 71 81 85 89 94 116 161 208
6 29 85	16 83 85 116 118
6	83 118
12	27 38 66 68 80 103 178 184 295 366
1 55	12 16 32 80 100 102
1 37	24 41 78 84 100 102 119 121 187
22 107	27 51 84 85 87 185 220 223 245 269
53	40 78 86
4	10 12 15 16 24 68 71 89
0 24 68	16 27 41 77 83 108 116 204
160	95 120 144
1	86 248
88 94	27 36 54 61 83 89 90 91 116 118 135 160 184 239 295
19	309
0 19 20 42 68	38 57 68 87 107 246 300 301 473 558
11 48	2 43 100 102 269 411
9	292
23	41 84
44	8 19 21 48 60 75 119 158 216 243 264 426
1	41 147 295 366 433
21	15 16 32 41 89
1	16 27 87 135 160 180 181 202
17 78	83
1 17 24	51 85
1 3	16 18 27 41 83 106 110 116 160
56	7 15 25 68 89 94
6	15 16 27 32 41 87 101 116 136 154 180 181 202 239 284 385
103	41 83 91 106 130 258 327 329 330 332 347 427 592
255	18 66 91 118 185 227
1 4 14	12 45 100 102 103 265 278 279 295 366 386
15 104	32 73 101 354
14 17 44 68	60
54	271 351
0	8 46 60 130 157
54	90 153 353 354 355
6 15	15 30 118 187
69	15 101 169 180 181 202 311
1 255	90 118 295 366
31	189
31	23 27 72
1 7 11 51 78	2 5 8 15 17 25 32 38 54 66 76 80 161 405
12	15 49 83 99 118
6	18 80 85 116
54 154	37 41 61 67
53	48 60 75 124 125 343
110	48 60 135 222 228 246 271 351
17	8 23 25 37 38 45 94 100 102 264 295 322
1	85 93 100 102 206
1	7 15 37 46 80 100 102
0 21 68 99	16 41 66 68 89 108 136
54	6 39 48 54 485
7	49 50 56 161
22	83 87 117
6	25 44 89
3	6 15 38 71 85 101 202
6 20 28 54 57 132 154	37 49 60 125 126 127 130 409
150	15 24 27 41 64 85 116
15	27 41 78 161 191
99	78 85 120 161 183
33	0 1 15 25 76 80 150 161 202
15	15 41 83 86 87 116 204
6 9 15 21	27 32 41 116 284
41 82	15 17 24 30 69 71 78 84 87 119 144 150 307 557
104	15 24 30 41 76 78 85 114 116 156 182 183
45	83 106 109 110 258 277
89	129
1	15 18 23 24 29 37 80 205 278 279
4	104
9 17	95
1	24 27 85 100 102 116 223
134	41 57 108 184 337
6 105 108	606 607
89	175
11 81	46 88
6 21 64	16 32 51
1 104	85 86 116 156 161 197 207
17 37	0 15 16 37 67 89 116
15 21 44 64 78 80	15 27 28 30 51 81 83 85 86 116
1 80	12 27 46 138 159 272 386
8	12 155 362
48	83 87
14 17	2 15 54 58 144
15 121	51 79 82
92	15 41 83 116 118 160
54	88 471
74	15 24 28 30 83 84 87 207
15 24 97 112 125	48 60 124 194 270 522
0 95	8
12 25 45 259	8 15 16 21 32 78 89 221 228 264
19 22 99	41 50 60 125 126 130 309 321
8 9	27 88 91 180 181 239 263 435
26	8 16 147
2 25	23
29	116 180 181 202 223 348 443 478 492
9	23 51 248 261
1 15	15 18 108 118 295 366
66 69 80	15 30 38 44 67 156 208
44 89	73 124 171 243
107	8 24 85
123	8 17
50	18 78 83 180 181 300 301
4	8 15 38 44 45 48 50 60 67
11 155	15 24 27 30 41 64 94 116 118 156
0 78	16 37 39 41 48 50 54 59 60 61 83 90 91 96 116 153 387
15	75 77 78 118 120 163 187 305
89	16 73 171 209 243
50	15 26 27 33 51 146 156 178 184 422 562
41	15 16 30 84 116 156
1 17	15 46 147
0 17 78	32 35 46 54 77 81 83 87 90 199
14	60 73 124 206 243
117	7 15 37 41 46 54 59 61 89 90 101 116 133 143 186
121	15 16 24 25 41 69 78 85 135 153 197 307
16 25	50 60 73 124 171
95	16 17 32 68 71 85 89 112
8	328
15 17 22 68	4 6 147
11	15 25 54 64 90 228
67	15 57 66 78 91 106 109 174 258 311
91	10 16 32 87 90 290
125	20
115	16 23 67 72 78 89 101 108 151 350 384
0	9 15 16 24 25 28 32 41 71 90 299
58	16 27 84 109 149 187 226 239 258 282 300 301 427
31	16 32 154
7 17	7 44
6	83 87
6 68	8 16 49 78 219
6 13 54	8 15 27 30 41 54 57 71 80 100 102 108 111 118 129 186 206 250
61	8 9 11 15 16 33 38 53 83 89 90 107 118 134 297 369
1 5	15 17 23 100 102 133 178
251	10 15 16 32 38 41 45 68 71 89 147
19 22 142	210 239 341 385
18	16 60 73 78 159 171
11 49	7 37 99 101
12 170	7 15 34 46 51 66 68
53	48 192 281
9	15 51 229 276 561
52	60 67 73 83 124 165
1	15 24 69 75 77 78 164
0 78	83
1	477 608
17 19 22 44 45 87	11 56 63 103 239 341 363 374 375 572 609 610
57	0 15 32 41 64 385
15 24 70 99	15 28 51
95	15 119 233
43 46	48 54 78 85 88 100 102 124 143 173 206 242
74	84
17	15 27 41 60 119 121 124 306
36	15 16 30 41 51 78 83 118 120 492
99	15 41 45 51 80 85 116 161
23	277
1	38 88 353 354 355
63	25 38 44 49 71 208 228 396
92 144	173 309 344
4	7 11 15 37 45 46 58 147 315
5 17 129	15 101 159
17	80 83 90 116 118 143
59	83 135
17	91 304
115	16 67 89 91 101 151 154 180 181
43	91 285 316
36	15 16 23 32 52 72 78 189
6 8 14 21 27 36 48 64 109 123 152	9 15 16 18 24 27 41 116 135 136 160 184 185 283
9	15 25 26 43 44 45 49 67
57	19 48 60 73 75 126 159 171 209 243 448
7 15	12 16 89
36 88	17 69 71 85 116 150
43	15 16 25 27 32 41 89 91 116 275 316
1	8 12 15 37 38 80 87 100 102 122 295 321 366
3	8 15 21 64 67 84 120 150 158 197 207 264
42	15 16 18 27 32 41 57 85 108 210 211
20 87	15 16 24 27 32 63 68 91 98 116 135 136 160 185 223 285 327 347 371 386 397 425
17	10 15 27 68 76 89 180 202 405
43	6 21 33 74 90 127 130 153 155 220 241
89	46 67 490
112	48 57
36	364
0	15 32 54 61 90 94 203
3	30 32 38 68 71 89 120 156
110	8 24 69 78 116 120 158 191 207 228 264 348
6 29	16 23 24 32 57 68 71 72 73 77 78 84 87 106 112 135 159 171 184 185 202 204 211
42	16 41 57 66 109 207 212
57	15 27 41 57 91 108 110 112 116 178 184 185 210
79 170	15 17 37 38 55 59 100 102 133 203 300 301 347
64 76 99	16 41 48 50 60 67 90 118 124 143 206 611
4	38 44 49 67 71 89 101
15 24	15 24 27 32 39 42 51 68 85 116 135 248
101	15 177
6	15 81 307
0	15 37 39 83 96 143 165
7 15 49	5 7 12 24 37 38 46 54 100 102 161
0	15 17 37 38 46 51 54 90 161
117	17 30 67
63	8 15 16 24 25 27 28 41 44 71 88 116 135 208 218
75	40 140
6	15 16 38 41 45 85 142 189
0 15	6 15 39 46 54 60 83 94 153 165
54	15 16 37 38 42 46 61 89 140
6 85	60 78 111 119 120 216
12	15 24 27 41 116 118 160
6 136	16 30 33 61 67 73 75 94 101 103 108 117 123 130 171 305 316 318 340 372 383 467
123	8 47
6	100 102 206 296
53	15 27 41 64 83 116 165 271 351
1	15 93 287
6 11 21	275
9 15 44 59 123	365
17 40	2 60 71 101 175 180 181 202
123	0 6 17 47 95 155
57 280	15 27 41 75 81 84 96 116
1 55	12 15 26 27 37 41 46 67 71 80 88 100 102
36	9 16 28 32 116 185
54	8 48 50 51 60 78 85 118 206
6	15 16 41 67 83 118
89	124 171 200 243 270 335
42	15 41 78 211 367 368
6	73 77 120 171
7	15
208	152 169 194 270 522
15 28	15 27 30 41 81 84 85 100 102 116 316
26	8 16
23	99
17	15 27 31 41 66 295 386
14 68 90	8 68 264
7	2 3 5 44 46 67 74 80
68	15 119 180 181 233
49	26 27 66 91 110
15 24	15 24 27 84 85
127	10 16 35 46 53 77 78 92 318
17 51 83	2 3 5 6 15 49
1 15 25 37 43	15 16 17 24 27 32 54 69 78 80 85 89 114 120 156 204
25	6 50 60 93 260 485
76	33 46 54
124	67 73 124 171 190 200 243
122	16 23 32 68 91 94 98 109 136 149 316 371 397 443 449 451 581
50	15 16 33 54 83 90 93 206
6 24	15 41 51 75 85 118 119 121
246	15 37 54 80 90 94 100 102 295
0 7	0 2 4 6 15 17 27 32 54 61 71 80 94 161
16	16 41 86 116 150 160
177	28 37 54 116
6 44	8 15 24 41 64 116 120 207 256
58	27 41 54 57 109 184 210 211 476
68	15 44 46 54 81 84
0 209	7 15 23 25 46 67 76
48 224	15 26 54 61 90 148
170	15 27 38 41 44 54 59 71 90 116 148 298 300 301
1 12 49 55	0 7 15 28 32 33 38 50 54 94 100 102 240
112	33 36 38 49 54 59 74 80 94 174
27 109	16 32 89 137 202 219
54	13 15 24 27 38 44 78 80 85 156
8	18 41 66
28	7 15 16 27 30 41 51 83 118
73	6 67 153
17 53 57	17 27 40 41 48 60 83 131 153 165 321
110	40 41 228 471
1 40	79 82
15	24 27 83 85 111 116
6	8 9 16 38 219 276 583
59	17 67 76 114 120
112	15 46 67 71 112 259
45	12 15 41 75 78 80 147 180 181 221 227 259
101	26 27 54 57 83 91 106 118 146 210 227 327
0	15 32 33 39 54 90 143 173
6	24 27 28 30 41 78 84 116 150 197
12 21 68	8 12 15 65 66 110 177 515
29	15 16 18 24 32 36 38 41 45 91 116 184 372
46	10 15 16 32 33 68 83 87 89 136 204
36 181	9 12 15 18 84 149 185 249
0	37 46 54 59 94 133 148 211 239
103	16 32 41 52 68 87 89 116 139 160 437
0	15 28 32 90 118
1 95 99	15 41 80 100 102 111
65	15 26 68 223 347
1	2 6 15 23 38 39 42 54 60 85 86 124 130 153 159 166 254
1 236	9 12 66
199	54 109 111 185 193
99	15 27 41 248
53	48 60 75 77 78 81 124 125 176
148	16 27 32 37 63 67 78 88 116 133 135 150 155 235 375 387 563 567
117	7 37 51 54 83 94 100 102 203
66	85 93 100 102 120 206
1	15 18 38 71 85 118
66 68	15 38 44 46 59 67 71 76 78 135
6	15 16 38 118
91 121	534
72	48 50
48 114	8 12 15 26 38 45 71 89 101 120 228
174	1 4 103 135 152 162 180 181 191 202 220 239 265 294 339 612
6	283 305 426
171	15 24 27 41 64 116 156
50	83 107 369
37 180	41 75 81 116 119 121
27 31 36 103 109	15 16 24 27 32 52 64 68 84 87 116 185 189
0	6 23 32 33 54 166
6	15 52 88 329
15 24	60 67 78 83 112 180 181 191 206 277
1	13 24 27 38 51 85 100 102 122 156 240
59	12 15 24 27 76 85 87
24	30 41 51 85 116
44	9 12 15
230	0 15
9	41 116 118
11	15 28 32 37 54 89 94 116 133 275
6	78 83 108 111 258 276
7 53	271 351
66	30 78 118 180 181 187 198
15	15 27 46 85 86 248
89	46 243
86	15 32 41 54 83 89 91 94 116 133 136 185
40	15 27 41 75 77 78 120 176
103	87 154
1 9	15 41 71 100 102 112
42	15 27 38 50 56 57 58 60 148
20	66 91 109 138 372 398
64 67	16 89 101 116 137 174 298
53	24 81 85 116 254
6 15 24 31 43	0 15 16 17 23 27 30 32 52 63 68 72 94 106 109 116 136 189 223 272
19	15 16 18 24 27 48 51 57 64 66 80 85 103 138 156 210 223 239 248 251
6	16 32 89 180 181 202
61	53
32	1 54 153 175 177
31	15 24 41 108
43	16 68 89 116
43	33 54
1	15 27 45 90 161 372 373
1	157
0 113	0 28 32 33 46 54 87 90 94 148 153 186
1 14 44	9 12
0 7 11 15 24 67	0 15 16 32 37 39 40 54 90 94 98 110 124 173 186
0	15 27 38 41 45 89
136	23 29 568 613
57 67	15 27 32 33 37 40 54 61 83 94 165 186 275 298
1	13
17	0 60
1	15 18 23 29 66 80 91 138 295 366
0	15 17 37 46 54 61 90 148 161
68 90	7 15 25 54 64 68 71 89
6 217	16 32 38 68 78 87 116 180 181 202
3 17	10 15 16 26 41 89 101
232	16 32 89 151 189
1	8 41 58 67 159
36	15 16 23 61 72 83 89 91 94 101 110 185 285 434
80	27 76 88 135 218
12 22	144 422 424
6 78	124 146
0	32 46
43 80	16 23 27 59 67 76 89 101 114 120 133 161
21 56	28 83 316
148	32 63 67 116 133 135 150 208 231 239 332
6	15 16 26 27 32 78 87 91 101 106 108 116 136 137 151 154 187 189 198 239 282 310 350 438
43	17 23 27 59 61 78 113 115 120
44	27 57 109 136 160 185 210 227 372 457
6 217	15 16 27 32 41 68 116 136 154 189 350
0	6 75 130 318 352
51	54 61 83 203
104	17 80 89 101 116 120 239
7 17	48 50 60 96 429 437
4	11 15 64 66 68 112 189
22 64 165 166	38 67 78 135 150 208 287 396
0 6	6 15 17 24 27 28 30 32 33 54 78 81 84 85 87 94 119 161 182 204 207 317 404
27 109	52 143 162
17	0 2 5 17 25 32 38 54 66 76 80 103 161 405 409
6 15	15 16 41 116 118
16	2 6 9 15 16 33 69 73 80 101 171 304 344
43 95	15 38 41 51 85 275 295 433 494
123	0 8 16 25 38 44 47 68 147 189 219
0 5	36 41 46 61 78 90 103 118 206 239 271 351 380
36	171 175
68	16 18 44 68 103 184
93	15 25 74
1	15 93 95 100 102 366
116	32 48 147
45 64	15 16 32 63 68 98 116 136 223 239 371 397
15	27 30 41 51 79 81 82 85 119 216
1	12 15 80 223
10 13	0 15 16 28 32 33 37 39 40 41 48 54 90 94 124 173 186 187 298 461
111	16 91 180 181 202
17	8 19 21 48 50 58 60 124 125 127 264 309 485
23	311
1	23 76 80 100 102 114 120 142 161 295 366
51	15 67
1	15 18 41 85 89 189 386
6	111 187 282 516
29	0 16 32 68 87
0	8 10 15 17 25 38 44 161
36	16 17 23 27 54 72 91 94 211
115	16 33 101 151 169
0	15 54 94 109 116 300 301 333 334 349 502
0 4 64	27 43 45 91 110 185
77	12 15 41 73 77 78 187 282 348 426 455
15 104 195	280 383
6 74	308
95	15 17 32 71 87 89
99	27 101 180 181 275
170	8 25 48 49 50
1	15 25 37 74 80 100 102 114 142 295
66 85	18 27 77 83 106 110 116 156 210 211 327
25	103 146
105	8 15 68 78 88 89 116
56	15 16 27 30 41 51 83 116 118
1	27 41 80
0	15 24 27 38 71 76
53	144 206
36	23 72 83 91 94 185 285
19 150	48
9	24 44 68 69 87 89 135 144
2	95
28 92	15 17 27 30 31 71 78 81 94 176 316
1	37 41 46 81 278 279
1	100 102 189
1	15 18 37 46 57 62 122 614
16	2 4 8 11 67 101 212 511
70 281	8 15 16 27 41 53 54 57 67 90 91 109 110 116 118 135 137 184 185 210 258
6	117 316
1	6 15 24 27 37 39 40 42 48 50 54 58 60 94 122 129 130 153 159
6	16 32 60 68 89 151
149	15 26 41 57 78 116
123	88 92
82 116	51 156 275
1	15 41 80
19 64 83	15 45
67 136	16 28 61 68 80 91 185 316 578
23	274
91	17 38 67 85
37 43	15 23 37 41 100 102 113 115 218 295
1 55	15 100 102 256 366
61	16 369
124	4 15 16 27 32 68 97 212
6	15 16 30 51 83 89 101 116 118 147 189
1	13 15 16 44 69 161 295 311
5 15 24 41	15 24 30 33 41 69 75 77 78 81 84 85 87 116 119 120 121 182 197 207 216
112	15 26 38 41 49 57 203 347
21 53	15 16 27 32 41 68 116
1 14	9 10 12 15 16 18 24 26 27 41 45 68 71 89 116 136 178
125	0 1 2 33 217 299 306 341 385
0	15 16 27 41 45 46 71
25	365
54	15 41 50 67 195 206 347
9	52 89 189 219
0	83 91 148 149 227
1	6 13 15 17 23 27 41 80 142 161
9	15 68 89 136 151
0 78	0 15 32 33 38 54 71
8	60 132
80	15 24 27 78 116 133 135
6	16 32 78 154
3 15 20	15 16 24 27 32 38 41 52 68 84 87 89 116 189
11	15 45 100 102 161 295 386
0 1 7 78	15 24 28 30 54 61 80 298
56	10 25 38 71 135 141 142 156
27 29	16 32 52 68 75 89 136 189
0 1 7	15 25 45 46 80 100 102 161 295 386
36	51
0	15 17 24 28 30 80 81 84 87 120 124 150 161 197 204 207
46	17 22 100 102 180 181 183 189
44 64 83	11 15 18 27 41 45 116
1	0 6 27 28 100 102 180 181 187 282
1 44	12 18 26 71 112
7 17 24	73 75 194
95	41 151 180 181
0 9	32 87
17 66 112	17 38 67 71 85 89 101
7	252 324
17	27 43 45 51
51 80	12 15 38 45 49 76 88
53	40 48 60 153
6 105	9 44 116 219
15	31
0 1	27 41 45 46
6 104	73 119 216
41 107	2 8 22 27 28 38 85 86 111 116 150 207
16	2 8 26 71 78 87 150 162 191 197 206 207 212 264 347 353 354 355
1 37	100 102 161 240 256
36	16 17 24 28 30 32 33 54 80 180 181
12	15 27 41 45 80 84 135 212 218 316
43	78 119 120 216
42	26 57 91 109 250
19	36 256 299 411
7 53 54	39 48 60 83 96 127 165
7	15 36 48 50
89	242
64 146	27 51 68 116
66	15 16 41 50 60 67 89 118 252
1	92 124
37	12 15 27 41 45 46 89 135 177 252
282	304 431
17 51	15
24	15 75 117 187 280
112	16 150 180 181 202 385
77	6 32 33 35 46 54 77 83 87 90 155 225 247 300 301
232	16 32 247 284 555
17	16 81 203
48	6 33 298 540
42	57 107 174
0	10 15 17 45 49 76 94 135 148 161
53 117	39 40 48 190
75	95 220 225 241
9	52 118 189 248
112	175
0 15 99	17 41 46 83 85 120 161
14 19 20	9 18 26 66 68 239
0	15 27 37 41
54	15 27 50 60 89 100 101 102 195 206
81	8 107
42	57
51 57 283	1 8 12 15 16 27 38 39 41 44 49 66 88
37 43	100 102
117	15 37 41 54 59 61 83 90 116 133 203
63	87
43	15 75 78 84 176
1 12 54	6 8 38 39 40 42 58 69 77 83 86 94 153 159 161 165
123	15 37 42 49 54 68 89 94 140 212
17	15 17 23 27 41 49 67 71 78 89 101 112 120 295
72	4 15 50 139
23	32 83 91
6	16 38 88 89 101 179 463 464
40	30 43 51 79 82 116
0	44 46 99 148 177
6	27 41 53 60 73 116 160
80	75 88 362
6 111	60
77	17 83 90
50	27 41 54 83 89 94 109 135 227
48	15 54 71 94
25	60 75 76 88 129 343 506
37	18 23 27 29 41 100 102 287 295
0 6	69 75 108 147 191 206
0 1 55	15 27 32 41 44 45 46 48 49 90 189
28	15 27 41 116 316
6	16 32 68 136 154
134 244	11 23 27 105 107
6 27 109	15 16 27 30 41 51 78 80 89 118
6	16 73 159 171 200
51	16 27 32 68 84 135 160 189
64	15 41 45 136
8	10 38 101 144
1	87 169
25 89	73 168 171 192 200 243
1 15	27 75 85 118
67	16 40 48 60 73 143 169 171 173 175 186 365
24 105	60 75 78 92 206 305
28	117 316
74	16 100 102 112 162 191 193 206 268
15	15 24 27 68 85 89 116 119 120 182 216
35 134	11 41 89 106 251 337
53 54 154	48 180 181 202
15	75
